;A;CA;CV;DD;DP;FC;FD;FF;FS;FT;G;GC;GS;I;PE;PP;RB;SG;atletas_scout;apelido;atleta_id;clubename;clube_id;jogos_num;media_num;nome;pontos_num;posicao_id;preco_num;Rodada;status_id;variacao_num
23971;;;;;;;;;;;;;;;;;;;;Walter;51413;Corinthians;COR;0;0.0;Walter Leandro Capeloza Artune;0.0;gol;6.0;29;Nulo;0.0
23972;;;;;;3.0;;;;;1.0;;;;6.0;;1.0;;;Danilinho;38617;Vitoria;VIT;7;0.92;Danilo Veron Bairros;-0.6;ata;3.38;29;Nulo;-0.1
23973;;;;16.0;1.0;;;;3.0;;;;14.0;;8.0;;;3.0;;Diego Alves;38509;Flamengo;FLA;12;3.41;Diego Alves Carreira;4.0;gol;9.59;29;Provavel;-0.98
23974;;;;;;;;;;;;;;;;;;;;Jonas;39152;Botafogo;BOT;0;0.0;Jonas Jessue da Silva Junior;0.0;lat;6.0;29;Nulo;0.0
23975;1.0;2.0;;;;11.0;11.0;10.0;37.0;;7.0;;;1.0;58.0;;19.0;;;Hernanes;38648;Sao Paulo;SAO;13;7.88;Anderson Hernanes de Carvalho Andrade Lima;6.2;mei;18.45;29;Provavel;0.14
23976;;2.0;1.0;;;10.0;3.0;1.0;12.0;;;;;1.0;27.0;;8.0;;;Anderson;38852;Coritiba;COR;11;0.06;Anderson Luis de Abreu Oliveira;0.0;mei;3.25;29;Nulo;0.0
23977;;2.0;;;;11.0;1.0;2.0;10.0;;;;;;10.0;;11.0;;;Felipe Melo;38545;Palmeiras;PAL;7;1.95;Felipe Melo de Carvalho;0.0;mei;7.15;29;Nulo;-0.71
23978;;;;;;;;;;;;;;;;;;;;Douglas;38738;Gremio;GRE;0;0.0;Douglas dos Santos;0.0;mei;14.0;29;Contundido;0.0
23979;2.0;3.0;;;;47.0;17.0;17.0;28.0;;13.0;;;30.0;56.0;1.0;8.0;;;Jô;38138;Corinthians;COR;26;4.06;Joao Alves de Assis Silva;-0.6;ata;11.93;29;Provavel;-0.09
23980;3.0;5.0;;;;25.0;13.0;16.0;55.0;;4.0;;;2.0;100.0;;16.0;;;Nene;38913;Vasco;VAS;22;3.3;Anderson Luiz de Carvalho;-0.9;mei;12.11;29;Provavel;-1.36
23981;;;;;;10.0;1.0;1.0;15.0;;;;;;29.0;;16.0;;;Renato;38908;Santos;SAN;14;1.62;Renato Dirnei Florencio;0.0;mei;6.27;29;Nulo;0.0
23982;;1.0;;;;21.0;11.0;13.0;14.0;1.0;5.0;;;8.0;19.0;;3.0;;;Ricardo Oliveira;38910;Santos;SAN;15;3.56;Ricardo de Oliveira;8.5;ata;11.36;29;Provavel;0.64
23983;;3.0;;;;12.0;1.0;;10.0;;;;;;19.0;;12.0;;;Dudu Cearense;38928;Botafogo;BOT;11;0.78;Alexandro Silva de Souza;0.0;mei;3.64;29;Nulo;0.0
23984;;;;;;6.0;2.0;7.0;11.0;;1.0;;;1.0;22.0;;4.0;;;Rafael Marques;38957;Cruzeiro;CRU;14;1.21;Rafael Marques Mariano;0.2;ata;3.78;29;Nulo;0.08
23985;;;;;;;;;;;;;;;;;;;;Vagner Mancini;39850;Vitoria;VIT;24;3.64;Vagner Carmo Mancini;4.52;tec;9.53;29;Provavel;0.14
23986;2.0;4.0;;;;30.0;12.0;12.0;71.0;;8.0;;;8.0;88.0;1.0;26.0;;;Diego;38909;Flamengo;FLA;21;5.59;Diego Ribas da Cunha;17.1;mei;21.34;29;Provavel;1.09
23987;;2.0;;;;17.0;1.0;3.0;19.0;;;;;;27.0;;20.0;;;Jadson;80129;Ponte Preta;PON;17;1.53;Jadson Alves dos Santos;0.1;mei;3.97;29;Duvida;-0.42
23988;;;;33.0;;;;;1.0;;;;32.0;;8.0;;2.0;7.0;;Magrao;41218;Sport;SPO;25;2.87;Alessandro Beti Rosa;0.7;gol;5.72;29;Provavel;-0.1
23989;;;;;;;;;;;;;;;;;;;;Carpegiani;39355;Bahia;BAH;3;5.02;Paulo Cesar Carpegiani;3.21;tec;10.55;29;Provavel;-0.34
23990;;;;;;;;;;;;;;;;;;;;Vanderlei Luxemburgo;41327;Sport;SPO;25;4.33;Vanderlei Luxemburgo da Silva;4.5;tec;9.25;29;Provavel;0.04
23991;;2.0;;;;12.0;1.0;9.0;7.0;;;;;;17.0;;5.0;2.0;;Renato;39572;Fluminense;FLU;9;1.58;Jose Renato da Silva Junior;0.0;lat;4.32;29;Nulo;0.0
23992;;;;;;;;;;;;;;;;;;;;Levir Culpi;40025;Santos;SAN;23;4.2;Levir Culpi;2.25;tec;11.05;29;Provavel;-0.36
23993;;;;;;;;;;;;;;;;;;;;Dorival Junior;40990;Sao Paulo;SAO;21;3.3;Dorival Silvestre Junior;2.9;tec;9.84;29;Provavel;-0.35
23994;;;;;;1.0;;1.0;2.0;;;1.0;;;4.0;;;1.0;;Maicon;38748;Avai;AVA;2;-0.5;Maicon Douglas Sisenando;0.0;lat;5.29;29;Nulo;0.0
23995;4.0;4.0;1.0;;;29.0;9.0;11.0;32.0;1.0;7.0;;;7.0;38.0;1.0;21.0;;;Willian;42116;Palmeiras;PAL;22;4.64;Willian Gomes de Siqueira;4.6;ata;8.5;29;Contundido;-0.41
23996;1.0;2.0;;;;11.0;6.0;5.0;25.0;;3.0;;;2.0;61.0;;13.0;;;Osvaldo;42222;Sport;SPO;22;2.0;Osvaldo Lourenco Filho;0.0;ata;4.66;29;Provavel;0.13
23997;;3.0;1.0;;;35.0;;1.0;15.0;;;;;1.0;37.0;;33.0;;;Fernando Bob;42213;Ponte Preta;PON;13;1.86;Fernando Paixao da Silva;0.0;mei;7.1;29;Provavel;0.0
23998;;;;;;;;;;;;;;;;;;;;Renato Gaucho;41929;Gremio;GRE;28;4.29;Renato Portaluppi;5.64;tec;15.7;29;Provavel;0.09
23999;1.0;;;;;10.0;2.0;2.0;9.0;;1.0;;;2.0;16.0;;14.0;3.0;;Felipe Santana;42140;Atletico-MG;ATL;12;4.09;Felipe Augusto Santana;-0.8;zag;7.86;29;Provavel;-0.53
24000;;;;;;1.0;;;;;;;;;1.0;;4.0;;;Amaral;42232;Chapecoense;CHA;1;6.0;William Jose de Souza;6.0;mei;5.03;29;Provavel;0.03
24001;;2.0;;34.0;2.0;;;;8.0;;;;18.0;;8.0;;;15.0;;Cassio;42234;Corinthians;COR;28;5.47;Cassio Ramos;8.5;gol;14.19;29;Provavel;1.53
24002;;4.0;;;;17.0;1.0;3.0;7.0;1.0;;;;2.0;42.0;;21.0;3.0;;Fabricio;49674;Atletico-PR;ATL;11;2.79;Fabricio dos Santos Silva;1.1;lat;4.8;29;Duvida;0.48
24003;;2.0;;;;16.0;;1.0;10.0;;;;;;37.0;;6.0;2.0;;Bruno;42499;Sao Paulo;SAO;9;0.31;Bruno Vieira do Nascimento;0.0;lat;4.28;29;Contundido;0.0
24004;1.0;3.0;;;;16.0;4.0;2.0;23.0;;1.0;;;2.0;76.0;;43.0;8.0;;Egidio;42145;Palmeiras;PAL;17;6.19;Egidio de Araujo Pereira Junior;12.7;lat;10.1;29;Provavel;1.4
24005;5.0;3.0;;;;28.0;5.0;7.0;18.0;;4.0;;;2.0;65.0;;16.0;;;Guilherme;50294;Atletico-PR;ATL;15;4.18;Guilherme Milhomem Gusmao;12.8;mei;11.3;29;Provavel;1.95
24006;;1.0;;;;15.0;1.0;5.0;5.0;;;;;3.0;10.0;;15.0;6.0;;Rhodolfo;42501;Flamengo;FLA;12;4.05;Luiz Rhodolfo Dini Gaioto;0.0;zag;8.37;29;Nulo;0.0
24007;2.0;7.0;;;;25.0;1.0;4.0;35.0;2.0;;;;3.0;106.0;;40.0;13.0;;Fagner;42500;Corinthians;COR;23;4.85;Fagner Conserva Lemos;3.1;lat;12.75;29;Provavel;0.14
24008;5.0;6.0;;;;37.0;11.0;10.0;34.0;1.0;3.0;;;12.0;61.0;;32.0;;;Everton;50301;Flamengo;FLA;21;4.15;Everton Cardoso da Silva;10.6;mei;14.85;29;Provavel;1.13
24009;;;;26.0;;;;;11.0;;;;28.0;;12.0;;;2.0;;Julio Cesar;49673;Fluminense;FLU;20;1.7;Julio Cesar Jacobi;0.0;gol;5.15;29;Nulo;0.0
24010;;2.0;;56.0;1.0;;;;6.0;;;;37.0;;14.0;;;8.0;;Wilson;50284;Coritiba;COR;29;4.69;Wilson Rodrigues de Moura Junior;8.0;gol;14.52;29;Provavel;1.51
24011;;1.0;;;;4.0;;;2.0;;;;;;1.0;;2.0;;;Elicarlos;50313;Chapecoense;CHA;5;0.02;Elicarlos Souza Santos;0.7;mei;4.21;29;Nulo;-0.03
24012;;;;;;;;;;;;;;;;;;;;Abel Braga;40006;Fluminense;FLU;27;3.05;Abel Carlos da Silva Braga;5.09;tec;12.09;29;Provavel;-0.24
24013;1.0;2.0;1.0;;;30.0;10.0;7.0;31.0;;4.0;;;7.0;33.0;;4.0;;;Kleber;40179;Coritiba;COR;11;3.35;Kleber Giacomace de Souza Freitas;0.0;ata;10.74;29;Contundido;0.0
24014;;1.0;;;;1.0;1.0;;1.0;;;;;;3.0;;;;;Conca;50348;Flamengo;FLA;2;-0.95;Dario Leonardo Conca;0.0;mei;8.35;29;Nulo;0.0
24015;;1.0;;;;10.0;;;6.0;;;;;1.0;9.0;1.0;9.0;3.0;;Marcelo Oliveira;50328;Gremio;GRE;8;2.45;Marcelo Oliveira Ferreira;0.0;lat;7.62;29;Provavel;0.0
24016;;5.0;;;;35.0;;3.0;17.0;;;;;1.0;32.0;;30.0;;;Adilson;50307;Atletico-MG;ATL;19;1.27;Adilson Warken;3.9;mei;4.9;29;Provavel;0.45
24017;1.0;8.0;1.0;;;21.0;1.0;6.0;13.0;;2.0;;;2.0;53.0;;28.0;13.0;;David Braz;50317;Santos;SAN;23;4.22;David Braz de Oliveira Filho;1.9;zag;11.32;29;Provavel;-0.93
24018;1.0;;;;;17.0;8.0;19.0;9.0;;3.0;;;10.0;50.0;1.0;6.0;;;Kayke;50402;Santos;SAN;22;1.51;Kayke Moreno de Andrade Rodrigues;2.9;ata;4.73;29;Nulo;0.38
24019;1.0;8.0;;;;41.0;4.0;4.0;18.0;;;;;7.0;74.0;;28.0;1.0;;Lucas;50362;Fluminense;FLU;22;0.5;Lucas Rios Marques;2.6;lat;2.47;29;Provavel;0.33
24020;;1.0;;;;2.0;;;;;;;;;1.0;;1.0;;;Marquinho;50407;Fluminense;FLU;4;-0.4;Marco Antonio de Mattos Filho;0.0;mei;2.98;29;Contundido;0.0
24021;;;;;;;;;;;;;;;;;;;;Paulo Henrique;50398;Sport;SPO;0;0.0;Paulo Henrique Carneiro Filho;0.0;ata;3.0;29;Nulo;0.0
24022;;;;;;;;1.0;;;;;;;;;;;;Keirrison;50880;Coritiba;COR;2;0.35;Keirrison de Souza Carneiro;0.0;ata;2.4;29;Nulo;0.0
24023;;1.0;;;;21.0;1.0;9.0;16.0;;1.0;;;;25.0;;30.0;;;Hudson;50324;Cruzeiro;CRU;15;3.62;Hudson Rodrigues dos Santos;5.5;mei;7.46;29;Provavel;0.35
24024;;3.0;;;;19.0;1.0;1.0;23.0;2.0;;;;;33.0;;24.0;2.0;;Henrique;50856;Fluminense;FLU;20;2.28;Henrique Adriano Buss;0.0;zag;9.14;29;Contundido;0.0
24025;;6.0;;;;18.0;2.0;4.0;15.0;;;;;;39.0;;16.0;8.0;;Breno;50408;Vasco;VAS;21;2.23;Breno Vinicius Rodrigues Borges;6.1;zag;4.7;29;Provavel;0.07
24026;;;;;;;;;;;;;;;;;;;;Denis;51175;Sao Paulo;SAO;0;0.0;Denis Cesar de Matos;0.0;gol;5.0;29;Nulo;0.0
24027;;;;;;;;;;;;;;;;;;;;Vilson;50439;Corinthians;COR;0;0.0;Vilson Xavier de Meneses Junior;0.0;zag;4.0;29;Contundido;0.0
24028;1.0;7.0;;;;15.0;5.0;3.0;12.0;1.0;1.0;;;;51.0;;16.0;10.0;;Leo;50459;Cruzeiro;CRU;23;3.04;Leonardo Renan Simões de Lacerda;0.0;zag;8.89;29;Nulo;0.0
24029;;2.0;;;;8.0;3.0;2.0;12.0;;;;;3.0;37.0;;7.0;;;Carlos Eduardo;50369;Vitoria;VIT;9;0.19;Carlos Eduardo Marques;0.0;mei;1.82;29;Nulo;0.0
24030;;2.0;;;;10.0;1.0;3.0;12.0;;;;;;28.0;;4.0;;;Wesley;50421;Sport;SPO;9;-0.17;Wesley Lopes Beltrame;-2.0;mei;2.83;29;Nulo;-0.58
24031;1.0;7.0;;;;37.0;1.0;6.0;30.0;;;;;2.0;130.0;;50.0;9.0;;Eduardo;50645;Bahia;BAH;27;3.07;Carlos Eduardo Santos Oliveira;5.2;lat;7.28;29;Provavel;0.22
24032;;1.0;;;;3.0;;2.0;6.0;;;;;;13.0;;7.0;3.0;;Emerson Silva;51299;Botafogo;BOT;5;4.78;Emerson dos Santos Silva;0.0;zag;5.9;29;Nulo;0.0
24033;1.0;;;;;29.0;;10.0;31.0;1.0;;;;;41.0;;24.0;1.0;;Roger Carvalho;51415;Atletico-GO;ATL;19;2.63;Roger de Carvalho;0.0;zag;7.51;29;Contundido;0.0
24034;1.0;4.0;;;;15.0;3.0;10.0;10.0;1.0;4.0;1.0;;5.0;44.0;;22.0;6.0;;Kanu;51792;Vitoria;VIT;19;4.51;Antonio Eduardo Pereira dos Santos;0.0;zag;9.01;29;Contundido;0.0
24035;;;;;;1.0;;;1.0;;;;;;1.0;;;1.0;;Euller ;84890;Vitoria;VIT;2;2.35;Elosman Euller Silva Cavalcanti;0.0;lat;6.31;29;Nulo;0.0
24036;;3.0;;;;10.0;;2.0;8.0;;;;;;12.0;;4.0;;;Leandro Donizete;51318;Santos;SAN;9;-0.26;Leandro Donizete Goncalves da Silva;0.0;mei;3.32;29;Nulo;0.0
24037;2.0;1.0;1.0;;;16.0;1.0;10.0;14.0;;1.0;;;1.0;53.0;;14.0;;;Renato Caja;51319;Ponte Preta;PON;15;1.68;Renato Adriano Jaco de Morais;0.7;mei;6.7;29;Nulo;-0.5
24038;;8.0;;;;49.0;8.0;15.0;50.0;;1.0;;;2.0;60.0;;33.0;7.0;;Apodi;51042;Chapecoense;CHA;26;3.19;Luiz Diallison de Souza Alves;5.0;lat;8.35;29;Provavel;0.19
24039;;1.0;;;;15.0;;2.0;16.0;;;;;;22.0;;15.0;1.0;;Leandro Salino;51905;Vitoria;VIT;7;3.4;Leandro Salino do Carmo;0.0;lat;5.87;29;Nulo;0.0
24040;4.0;2.0;;;;22.0;8.0;10.0;39.0;;3.0;;;;103.0;1.0;20.0;;;everton Ribeiro;51772;Flamengo;FLA;20;3.16;everton Augusto de Barros Ribeiro;-3.9;mei;11.55;29;Duvida;-0.5
24041;3.0;2.0;;;;10.0;10.0;4.0;11.0;;2.0;;;;52.0;1.0;15.0;4.0;;Thiago Carleto;51700;Coritiba;COR;13;5.12;Thiago Carleto Alves;4.1;lat;5.99;29;Provavel;-0.19
24042;;1.0;;;;5.0;1.0;1.0;1.0;;;;;;6.0;;6.0;3.0;;Bruno Rodrigo;51705;Gremio;GRE;5;4.22;Bruno Rodrigo Fenelon Palomo;0.0;zag;5.81;29;Provavel;0.0
24043;2.0;2.0;;;;18.0;8.0;4.0;20.0;;2.0;;;2.0;37.0;;14.0;6.0;;Yago Pikachu;80196;Vasco;VAS;18;4.2;Glaybson Yago Souza Lisboa;7.1;lat;10.14;29;Provavel;0.95
24044;1.0;6.0;;;;28.0;2.0;7.0;28.0;1.0;;;;2.0;91.0;;54.0;4.0;;Gilberto ;80313;Vasco;VAS;20;4.34;Gilberto Moraes Junior;0.0;lat;11.09;29;Contundido;0.0
24045;;4.0;;;;11.0;2.0;4.0;15.0;;1.0;;;3.0;18.0;;6.0;;;Marcos Junior;80188;Fluminense;FLU;15;0.67;Marcos Junio Lima dos Santos;2.0;ata;2.82;29;Provavel;0.04
24046;;;;;;;;;;;;;;;4.0;;;;;Cleberson;80281;Atletico-PR;ATL;1;-1.2;Cleberson Martins de Souza;0.0;zag;2.69;29;Nulo;0.0
24047;1.0;4.0;1.0;;;13.0;2.0;1.0;26.0;;;;;;42.0;;21.0;8.0;;Lucas Fonseca;80189;Bahia;BAH;23;2.81;Lucas Fonseca da Silva;-1.8;zag;5.14;29;Provavel;-1.3
24048;;;;;;;;;;;;;;;;;;;;Matheus Vidotto;80286;Corinthians;COR;0;0.0;Matheus Caldeira Vidotto de Oliveira;0.0;gol;3.0;29;Nulo;0.0
24049;;;;;;1.0;;1.0;1.0;;;;;;3.0;;;;;Nadson;80140;Chapecoense;CHA;3;-0.07;Nadson da Silva Almeida;0.0;mei;0.76;29;Nulo;0.0
24050;;;;;;;;;;;;;;;;;;;;Michael;80537;Fluminense;FLU;0;0.0;Michael Vinicius Silva de Morais;0.0;ata;2.0;29;Nulo;0.0
24051;3.0;10.0;;;;34.0;7.0;7.0;52.0;;1.0;;;;99.0;;21.0;;;Lucas Lima;80583;Santos;SAN;19;1.58;Lucas Rafael Araujo Lima;-0.7;mei;3.61;29;Provavel;-0.14
24052;;4.0;;;;16.0;;8.0;23.0;;;;;;55.0;;22.0;;;Ariel Cabral;80363;Cruzeiro;CRU;13;1.69;Alejandro Ariel Cabral;0.0;mei;5.29;29;Contundido;0.0
24053;6.0;5.0;;;;45.0;16.0;22.0;55.0;1.0;5.0;;;8.0;57.0;;26.0;;;Arthur ;80337;Chapecoense;CHA;26;4.72;Arthur Caike do Nascimento Cruz;8.2;ata;12.16;29;Provavel;1.75
24054;;2.0;;;;9.0;3.0;4.0;8.0;;2.0;;;4.0;37.0;;4.0;;;Marlone;80944;Atletico-MG;ATL;12;0.92;Johnath Marlone Azevedo da Silva;0.0;mei;5.48;29;Nulo;0.0
24055;2.0;4.0;;;;13.0;3.0;5.0;12.0;;;;;;42.0;;41.0;10.0;;Pedro Geromel;80853;Gremio;GRE;17;6.78;Pedro Tonon Geromel;6.3;zag;13.85;29;Nulo;-0.91
24056;;;;;;;;;;;;;;;;;;;;Wanderson;80373;Atletico-GO;ATL;0;0.0;Wanderson Carvalho de Oliveira;0.0;lat;4.0;29;Nulo;0.0
24057;;;;;;;;;;;;;;;;;;;;Vitor Prada;81094;Avai;AVA;0;0.0;Vitor Prada Macaneiro;0.0;gol;1.0;29;Nulo;0.0
24058;1.0;5.0;;;;24.0;2.0;3.0;14.0;;;;;;32.0;;18.0;5.0;;Ezequiel ;80318;Cruzeiro;CRU;16;2.5;Ezequiel Jacinto de Biasi;-0.1;lat;5.31;29;Provavel;-1.29
24059;;1.0;;;;5.0;;1.0;3.0;;;;;;20.0;;5.0;1.0;;Thallyson;81219;Vitoria;VIT;6;0.87;Thallyson Augusto Tavares Dias;0.0;lat;0.96;29;Contundido;0.0
24060;;3.0;;;;36.0;;2.0;11.0;;1.0;;;3.0;47.0;;31.0;8.0;;Mayke;81150;Palmeiras;PAL;20;3.41;Mayke Rocha de Oliveira;5.0;lat;7.81;29;Provavel;1.2
24061;;1.0;;;;3.0;;;;;;;;;4.0;;;1.0;;Erazo;81223;Atletico-MG;ATL;2;0.15;Frickson Rafael  Erazo Vivero;0.0;zag;3.98;29;Nulo;0.0
24062;;3.0;1.0;;;18.0;1.0;5.0;12.0;;;;;;14.0;;17.0;4.0;;Luan;80692;Palmeiras;PAL;14;2.52;Luan Garcia Teixeira;0.0;zag;5.63;29;Nulo;0.0
24063;;;;;;7.0;;1.0;1.0;;2.0;;;1.0;9.0;;2.0;;;Clayton;81770;Atletico-MG;ATL;8;1.74;Clayton Silveira da Silva;0.0;ata;6.5;29;Nulo;0.0
24064;1.0;1.0;1.0;;;21.0;2.0;6.0;13.0;;2.0;;;1.0;16.0;;9.0;;;Andres Rios;81684;Vasco;VAS;8;3.28;Andres Lorenzo Rios;4.6;ata;4.5;29;Provavel;0.86
24065;;3.0;;;;16.0;2.0;4.0;5.0;;;;;;19.0;;28.0;4.0;;Oswaldo Henriquez;81241;Sport;SPO;14;3.94;Oswaldo Jose Henriquez Bocanegra;2.7;zag;5.48;29;Provavel;0.5
24066;1.0;3.0;1.0;;;28.0;3.0;12.0;21.0;;1.0;;;2.0;25.0;;47.0;;;Edson;80370;Bahia;BAH;16;5.08;Edson Felipe da Cruz;4.7;mei;14.05;29;Provavel;-1.36
24067;7.0;;;;;22.0;16.0;23.0;11.0;;3.0;;;1.0;81.0;1.0;9.0;;;Cazares;81682;Atletico-MG;ATL;24;3.03;Juan Ramon Cazares Sevillano;1.4;mei;8.6;29;Duvida;0.2
24068;1.0;1.0;1.0;;;20.0;3.0;8.0;34.0;;1.0;;;3.0;27.0;;10.0;;;Niltinho;84703;Atletico-GO;ATL;19;1.53;Nilton Soares Rodrigues;-3.6;ata;3.37;29;Suspenso;-0.87
24069;;;;;;6.0;1.0;3.0;5.0;;;;;3.0;14.0;;2.0;;;Iago;88417;Coritiba;COR;12;0.02;Iago angelo Dias;0.0;ata;4.05;29;Nulo;0.0
24070;6.0;3.0;;;;16.0;6.0;11.0;36.0;1.0;2.0;;;5.0;93.0;1.0;35.0;;;Cueva;82411;Sao Paulo;SAO;22;4.23;Christian Alberto Cueva Bravo;-0.7;mei;10.24;29;Provavel;-2.26
24071;2.0;5.0;;;;61.0;13.0;11.0;45.0;;16.0;;;8.0;60.0;;9.0;;;Henrique Dourado;81905;Fluminense;FLU;23;5.83;Jose Henrique da Silva Dourado;7.6;ata;22.26;29;Provavel;0.25
24072;;3.0;;;;22.0;3.0;9.0;32.0;1.0;2.0;;;3.0;42.0;;10.0;;;Wellington Simiao;81903;Avai;AVA;25;1.2;Wellington Simiao;0.7;mei;2.72;29;Provavel;-0.08
24073;1.0;6.0;;;;48.0;13.0;17.0;46.0;;1.0;;;1.0;105.0;;47.0;;;Matheus Galdezani;82634;Coritiba;COR;27;2.71;Matheus Galdezani;0.4;mei;7.46;29;Duvida;0.09
24074;1.0;;;;;10.0;9.0;6.0;14.0;;2.0;;;3.0;32.0;;7.0;;;Douglas Coutinho ;82469;Atletico-PR;ATL;18;2.07;Douglas Coutinho Gomes de Souza;12.1;ata;4.63;29;Provavel;0.82
24075;;2.0;;;;18.0;;3.0;10.0;;;;;;46.0;;38.0;2.0;;Reginaldo;82515;Fluminense;FLU;14;3.92;Reginaldo Manoel da Silva Junior;2.1;zag;4.82;29;Provavel;-1.51
24076;;4.0;;;;26.0;2.0;4.0;10.0;;;;;1.0;44.0;;30.0;;;Andre Castro;82754;Atletico-GO;ATL;24;1.08;Andre Andrade de Castro;1.2;mei;2.16;29;Nulo;0.36
24077;1.0;1.0;;;;16.0;4.0;7.0;5.0;;1.0;;;4.0;30.0;;3.0;;;Leo Artur;82644;Ponte Preta;PON;14;0.61;Leonardo Artur de Melo;0.0;mei;1.98;29;Nulo;0.0
24078;;;;;;1.0;;;1.0;;;;;;2.0;;2.0;;;Moises;82567;Chapecoense;CHA;2;1.4;Moises Wolschick;0.0;mei;1.8;29;Nulo;0.0
24079;1.0;;;;;4.0;;2.0;3.0;;;;;1.0;12.0;;8.0;1.0;;Alan Costa;82613;Vitoria;VIT;7;2.91;Alan Henrique Costa;0.0;zag;8.16;29;Nulo;0.0
24080;5.0;;;;;23.0;9.0;11.0;36.0;3.0;1.0;;;3.0;53.0;;22.0;;;Alisson;81845;Cruzeiro;CRU;19;4.56;Alisson Euler de Freitas Castro;0.0;mei;13.36;29;Provavel;0.0
24081;;4.0;;;;19.0;2.0;5.0;9.0;1.0;2.0;;;1.0;30.0;;16.0;2.0;;Gilvan;82773;Atletico-GO;ATL;16;2.48;Gilvan Souza Correa;1.6;zag;4.1;29;Provavel;0.41
24082;;;;;;;;;1.0;;;;;;3.0;;1.0;;;Maurinho;82625;Avai;AVA;4;0.32;Mauro Job Pontes Junior;0.0;ata;2.02;29;Nulo;0.0
24083;;;;;;;;;;;;;;;;;;;;Toshi;82791;Avai;AVA;0;0.0;Toshiya Tojo;0.0;ata;3.0;29;Nulo;0.0
24084;;2.0;1.0;;;38.0;8.0;11.0;24.0;1.0;3.0;;;10.0;24.0;;17.0;;;Joel;82787;Avai;AVA;22;1.99;Tagueu Tadjo Diederrick Joel;-0.3;ata;3.47;29;Duvida;-0.34
24085;1.0;2.0;;;;5.0;;4.0;1.0;;1.0;;;;4.0;;;;;Osman;81898;Chapecoense;CHA;7;1.23;Osman de Menezes Venancio Junior;0.0;ata;2.99;29;Contundido;0.0
24086;;1.0;;;;2.0;1.0;1.0;1.0;;;;;;6.0;;2.0;4.0;;Matheus Ribeiro;82943;Santos;SAN;4;5.2;Matheus Antunes Ribeiro;0.0;lat;5.76;29;Contundido;0.0
24087;;;;;;8.0;6.0;2.0;6.0;1.0;4.0;;;;27.0;;10.0;;;Marcos Guilherme ;83266;Sao Paulo;SAO;13;3.9;Marcos Guilherme de Almeida Santos Matos;2.1;mei;10.38;29;Provavel;-0.21
24088;5.0;1.0;;;;9.0;3.0;3.0;13.0;;4.0;;;2.0;41.0;;8.0;;;Regis;82647;Bahia;BAH;20;3.12;Regis Augusto Salmazzo;-0.1;mei;14.25;29;Provavel;-1.24
24089;1.0;5.0;;;;18.0;7.0;17.0;36.0;1.0;2.0;;;;16.0;;13.0;;;Otero;83004;Atletico-MG;ATL;20;2.99;Romulo Otero Vasquez;0.9;mei;7.1;29;Duvida;-1.46
24090;1.0;2.0;;;;16.0;6.0;8.0;8.0;;2.0;;;1.0;28.0;;8.0;;;Tomas Bastos;82817;Coritiba;COR;12;2.45;Tomas Almino Bastos Silva;0.0;mei;11.25;29;Nulo;0.0
24091;;1.0;;;;7.0;1.0;1.0;7.0;;1.0;1.0;;;15.0;;7.0;3.0;;Rafael Thyere;83048;Gremio;GRE;10;2.4;Rafael Thyere Albuquerque Marques;0.0;zag;5.3;29;Provavel;0.0
24092;;;;;;1.0;;;1.0;;;;;;3.0;;;;;Thiago Martins;83615;Bahia;BAH;2;-0.45;Thiago Martins Bueno;0.0;zag;3.76;29;Nulo;0.0
24093;1.0;4.0;;;;15.0;1.0;6.0;23.0;;;;;8.0;65.0;;43.0;9.0;;Fagner Alemao;83522;Avai;AVA;25;4.03;Fagner Ironi Daponte;2.5;lat;9.84;29;Provavel;0.29
24094;6.0;1.0;;;;29.0;11.0;12.0;36.0;1.0;7.0;;;3.0;61.0;1.0;21.0;;;Neilton;83772;Vitoria;VIT;23;5.33;Neilton Meira Mestzk;13.8;ata;9.93;29;Provavel;0.55
24095;;2.0;;;;2.0;;;;;;;;;2.0;;1.0;;;Feijao;84313;Bahia;BAH;5;-0.78;Antônio Filipe Gonzaga de Aquino;0.0;mei;1.41;29;Nulo;0.0
24096;3.0;3.0;;;;17.0;5.0;8.0;17.0;;6.0;;;4.0;46.0;;18.0;;;Clayson;83817;Corinthians;COR;22;3.73;Clayson Henrique da Silva Vieira;0.0;ata;14.6;29;Nulo;-0.27
24097;;;;;;4.0;1.0;2.0;4.0;;;;;;11.0;;4.0;;;Julio Cesar ;83813;Chapecoense;CHA;5;1.18;Julio Cesar Czarnerski;0.0;ata;2.91;29;Nulo;0.0
24098;;2.0;1.0;;;10.0;;1.0;4.0;;;;;;16.0;;4.0;3.0;;Emerson Santos;86972;Botafogo;BOT;5;1.14;Emerson Raymundo Santos;0.0;zag;0.78;29;Nulo;0.0
24099;;1.0;;;;10.0;;4.0;13.0;;;;;1.0;15.0;;6.0;5.0;;Diego Tavares;83869;Avai;AVA;12;2.71;Diego Barbosa Tavares;0.0;lat;5.65;29;Nulo;0.0
24100;2.0;2.0;;;;25.0;1.0;5.0;22.0;;1.0;;;;55.0;;43.0;;;Lucas Romero;84558;Cruzeiro;CRU;21;3.5;Lucas Daniel Romero;0.0;mei;7.66;29;Nulo;0.0
